,last_price,total_area,first_day_exposition,rooms,ceiling_height,floors_total,living_area,floor,is_apartment,studio,kitchen_area,balcony,locality_name,days_exposition
47,2025000.0,56.1,2023-07-19,3,,4.0,42.5,3,,False,5.7,1.0,Hostomel,179.00000000000003
48,2025000.0,33.83,2023-05-15,1,,24.0,15.35,6,,False,9.5,,Kyiv,322.0
49,1715625.0,30.8,2024-12-19,1,2.5,9.0,18.0,7,,False,6.0,,Kyiv,
50,2531250.0,48.2,2024-03-20,1,2.7,5.0,25.4,4,False,False,9.0,1.0,Borshchahivka,152.0
51,25312500.0,161.0,2023-11-23,3,3.2,8.0,38.0,4,,False,50.0,,Kyiv,541.0
52,6634688.0,136.0,2024-09-23,6,3.0,2.0,94.0,2,,False,11.0,1.0,Kyiv,
53,2418750.0,39.1,2024-09-23,1,,25.0,15.4,13,,False,15.5,2.0,Vyshneve,6.000000000000001
54,1867500.0,36.5,2023-11-21,1,,24.0,14.0,6,,False,12.0,0.0,Kyiv,44.00000000000001
55,4162500.0,58.8,2024-10-19,2,2.6,10.0,33.7,9,,False,10.7,,Kyiv,69.0
56,2446875.0,41.0,2024-06-25,1,2.8,7.0,18.1,4,False,False,11.1,2.0,Kyiv,152.0
57,1800000.0,45.0,2023-07-27,1,,25.0,17.0,10,,False,12.0,,Boryspil,173.0
58,2193750.0,33.0,2023-06-27,1,2.6,9.0,19.0,5,,False,7.0,,Kyiv,298.0
59,3543750.0,46.5,2023-02-01,1,,13.0,,13,,False,,,Kyiv,336.0
60,1541250.0,35.0,2024-05-12,1,,12.0,,8,,False,,,Brovary,11.000000000000002
61,4494375.0,74.0,2023-09-16,2,,4.0,43.0,4,,False,20.0,,Kyiv,609.0
62,2700000.0,78.6,2024-01-16,3,2.8,9.0,48.8,5,,False,11.9,2.0,Hostomel,5.0
63,11250000.0,118.0,2024-06-03,3,3.0,9.0,68.0,7,,False,16.0,,Kyiv,37.0
64,1743750.0,44.3,2024-05-30,2,2.5,5.0,29.0,5,,False,5.3,,Brovary,143.0
65,2475000.0,57.0,2024-01-29,3,2.5,5.0,39.0,2,,False,7.0,,Kyiv,216.0
66,1940625.0,34.0,2023-11-16,1,2.6,17.0,17.4,8,False,False,11.5,2.0,Borshchahivka,186.00000000000003
67,1434375.0,31.0,2024-06-03,1,2.5,5.0,15.4,4,,False,7.2,,Vyshneve,39.0
68,2334375.0,74.0,2023-12-20,3,2.8,5.0,44.0,1,,False,8.0,2.0,Boyarka,234.0
69,2255625.0,50.7,2023-07-06,2,2.6,5.0,28.9,5,False,False,9.0,2.0,Vyshneve,194.00000000000003
70,1912500.0,30.0,2024-07-31,1,,5.0,16.0,1,,False,7.0,,Kyiv,14.0
71,2728125.0,57.5,2024-09-10,3,2.5,9.0,39.0,8,,False,6.2,,Kyiv,
72,2531250.0,55.0,2024-02-10,2,2.7,3.0,35.5,2,,False,7.5,1.0,Vyshneve,141.0
73,2671875.0,73.8,2024-04-26,3,,10.0,44.8,1,False,False,10.4,0.0,Brovary,166.0
74,1321875.0,34.0,2024-06-19,1,2.5,9.0,19.0,8,,False,7.1,,Vyshneve,121.0
75,2784375.0,44.0,2024-06-01,2,2.7,23.0,21.0,19,,False,15.0,2.0,Kyiv,36.0
76,1575000.0,55.1,2023-09-19,3,2.6,5.0,38.4,1,,False,4.9,,Bucha,606.0
77,2418750.0,62.1,2024-04-11,3,2.55,5.0,43.5,1,False,False,7.3,0.0,Kyiv,186.00000000000003
78,2446875.0,37.0,2024-01-07,1,,19.0,18.0,6,,False,10.7,,Kyiv,45.00000000000001
79,1456875.0,55.7,2024-02-09,3,2.5,4.0,42.6,4,,False,7.0,,Hostomel,463.0
80,2278125.0,79.1,2023-09-08,3,3.0,15.0,45.23,1,,False,11.95,1.0,Brovary,235.0
81,6158812.0,68.0,2024-10-06,1,,10.0,,6,,False,,,Kyiv,
82,2531250.0,80.5,2024-04-30,3,,25.0,,16,,False,,,Boyarka,60.0
83,2362500.0,41.4,2023-11-23,1,2.7,25.0,16.5,20,,False,10.2,,Boyarka,81.0
84,1350000.0,43.9,2024-01-04,2,,2.0,27.46,1,,False,5.2,,Borshchahivka,
85,2925000.0,46.3,2024-02-14,2,3.0,5.0,27.8,5,,False,8.0,,Kyiv,65.0
86,2531250.0,63.0,2024-01-10,2,,11.0,36.0,3,,False,9.0,2.0,Vyshneve,100.0
87,2811938.0,52.0,2024-09-21,2,2.61,9.0,30.0,6,,False,9.0,2.0,Kyiv,
88,956250.0,33.1,2024-04-01,1,,5.0,18.4,1,,False,6.4,,Irpin,
89,1406250.0,63.0,2024-06-27,3,2.5,5.0,43.0,4,,False,9.0,,Borshchahivka,45.00000000000001
90,3628125.0,67.7,2023-11-30,3,,9.0,40.0,4,,False,8.0,1.0,Kyiv,534.0
91,1198125.0,54.0,2024-03-04,2,,3.0,28.0,1,,False,8.5,0.0,Hostomel,439.0
92,2362500.0,72.0,2024-03-06,2,,12.0,45.0,4,,False,10.0,,Irpin,54.0
93,1968750.0,40.4,2024-01-31,1,2.75,9.0,20.0,7,False,False,10.0,1.0,Kyiv,239.0
94,1968750.0,29.5,2024-02-27,1,2.5,5.0,15.6,2,,False,5.5,1.0,Kyiv,4.0
95,2896875.0,47.0,2024-09-03,2,2.75,9.0,28.1,9,False,False,7.0,2.0,Kyiv,34.0
96,4938750.0,78.3,2024-03-18,3,2.5,15.0,51.0,9,,False,11.0,,Kyiv,31.0
97,2755125.0,146.0,2023-12-10,4,,2.0,77.0,2,,False,13.0,,Brovary,34.0
98,6581250.0,80.0,2023-02-06,3,,5.0,55.1,3,,False,11.0,0.0,Kyiv,831.0
99,5400000.0,90.0,2024-02-16,4,,5.0,67.0,2,,False,8.0,,Kyiv,104.0
100,2137500.0,38.6,2024-02-19,1,,9.0,18.0,6,,False,8.4,2.0,Kyiv,8.0
101,1687500.0,37.0,2024-04-10,1,2.75,10.0,12.0,3,,False,13.0,,Hostomel,
102,2081250.0,33.0,2023-12-23,1,,14.0,18.0,2,,False,6.2,1.0,Kyiv,88.00000000000001
103,2700000.0,35.0,2024-01-22,1,2.7,25.0,17.0,9,,False,9.0,,Kyiv,19.0
104,3881250.0,77.2,2024-01-08,4,2.6,9.0,61.0,1,,False,6.0,,Kyiv,300.0
105,2756250.0,32.0,2024-06-29,1,,25.0,15.0,5,,False,9.0,,Kyiv,60.0
106,5906250.0,124.1,2024-11-22,5,3.2,4.0,79.4,3,,False,20.0,0.0,Kyiv,6.000000000000001
107,6187500.0,101.0,2024-03-01,4,3.0,3.0,73.0,3,False,False,9.0,1.0,Borshchahivka,122.0
108,5338125.0,80.0,2024-05-31,3,2.55,10.0,46.0,7,,False,11.0,1.0,Kyiv,
109,4217400.0,62.5,2022-07-04,2,,5.0,35.5,5,,False,9.5,,Vyshneve,1048.0
110,2165625.0,72.3,2024-03-07,2,,3.0,27.4,2,,False,23.6,0.0,Hostomel,45.00000000000001
111,2581875.0,40.0,2024-08-25,1,,6.0,18.0,1,,False,10.0,0.0,Kyiv,31.0
112,1406250.0,33.3,2023-07-25,1,2.55,9.0,19.0,3,,False,7.0,2.0,Boryspil,226.0
113,3234375.0,78.0,2024-03-17,3,,27.0,45.4,27,,False,10.8,2.0,Brovary,426.0
114,2250000.0,21.4,2024-03-05,1,2.9,8.0,8.3,7,,False,6.3,,Kyiv,
115,2165625.0,42.0,2024-09-23,2,,5.0,27.0,4,,False,6.5,,Kyiv,73.0
116,6186938.0,97.2,2024-04-18,3,2.5,16.0,,16,,False,18.3,5.0,Kyiv,394.0
117,4792500.0,84.7,2024-04-22,3,3.2,5.0,55.9,4,,False,8.4,1.0,Kyiv,390.0
118,2531250.0,31.0,2023-12-26,1,2.5,9.0,17.0,4,,False,5.0,,Kyiv,60.0
119,3487500.0,67.0,2023-02-14,3,,6.0,42.5,2,False,False,8.2,2.0,Kyiv,330.0
120,1406250.0,30.9,2023-03-16,1,2.75,5.0,16.7,1,,False,6.0,,Brovary,360.00000000000006
121,18562500.0,180.0,2024-05-16,3,2.9,9.0,86.0,8,False,False,24.0,4.0,Kyiv,144.0
122,1181250.0,60.0,2024-02-08,2,2.5,5.0,31.5,2,,False,9.0,2.0,Boyarka,
123,2418750.0,48.0,2024-03-24,1,,22.0,14.0,5,,False,23.8,,Kyiv,9.0
124,7025625.0,87.8,2024-02-10,3,,12.0,45.1,3,,False,24.0,1.0,Kyiv,
125,2700000.0,65.9,2023-07-13,3,2.55,9.0,48.5,8,,False,6.3,,Kyiv,239.0
126,2278125.0,51.0,2024-03-13,2,,5.0,30.5,1,,False,6.6,,Irpin,
127,3493125.0,55.0,2024-03-09,2,2.5,11.0,31.9,3,,False,8.3,,Kyiv,
128,1406250.0,31.0,2024-04-11,1,2.75,3.0,19.5,1,,False,5.0,,Irpin,35.0
129,1800000.0,32.0,2024-07-21,1,2.5,9.0,18.0,3,,False,8.0,,Kyiv,40.0
130,1490625.0,49.0,2024-01-16,2,2.8,8.0,31.0,8,,False,6.0,2.0,Brovary,163.0
131,1912500.0,71.1,2024-07-18,3,2.5,5.0,41.9,4,,False,9.0,2.0,Vyshneve,
132,1518188.0,33.0,2024-09-03,1,2.5,9.0,19.0,7,,False,6.0,,Boyarka,49.0
133,1771875.0,31.0,2024-06-24,1,,25.0,,6,,False,,,Boyarka,78.0
134,2137500.0,33.7,2023-07-20,1,2.65,17.0,15.1,3,,False,7.3,,Kyiv,353.00000000000006
135,2244375.0,48.0,2024-01-08,1,3.25,5.0,20.5,1,False,False,17.0,,Boyarka,216.0
136,3656250.0,51.8,2023-12-12,2,3.45,6.0,25.6,2,,False,7.3,1.0,Kyiv,163.0
137,7487325.0,85.1,2023-03-24,2,2.7,10.0,31.52,5,,False,26.85,1.0,Kyiv,340.0
138,2700000.0,40.0,2023-10-26,2,,3.0,29.0,2,,False,6.0,,Kyiv,80.0
139,1237500.0,31.0,2023-09-07,1,2.5,5.0,17.0,3,False,False,5.5,1.0,Boryspil,172.0
140,9513000.0,105.7,2024-04-22,2,2.7,3.0,48.4,1,,False,15.4,,Vyshneve,390.0
141,3656250.0,32.6,2024-02-28,1,,5.0,18.5,5,,False,5.5,,Kyiv,
142,2598750.0,86.2,2024-07-01,3,2.75,12.0,49.6,9,,False,17.0,1.0,Irpin,42.0
143,1681875.0,30.0,2024-01-11,1,2.5,9.0,20.0,9,,False,5.6,0.0,Kyiv,60.0
144,1378125.0,27.0,2024-04-27,0,,24.0,15.5,2,,True,,2.0,Irpin,181.00000000000003
145,4663125.0,77.0,2023-03-02,2,2.77,16.0,40.0,5,,False,10.0,1.0,Kyiv,807.0
146,2475000.0,53.6,2024-09-17,2,2.55,10.0,29.2,10,,False,7.8,1.0,Boyarka,55.0
147,15581250.0,179.6,2024-09-21,5,2.85,25.0,97.2,25,,False,33.8,2.0,Kyiv,75.0
148,2694375.0,35.5,2024-03-14,1,2.65,25.0,17.0,20,,False,9.0,,Kyiv,71.0
149,2981250.0,53.0,2024-01-24,2,2.65,12.0,31.5,6,,False,7.6,,Kyiv,55.0
150,2193750.0,45.0,2024-03-16,2,,5.0,29.0,3,,False,6.0,,Kyiv,222.0
151,1659375.0,44.9,2024-08-02,2,,5.0,28.0,3,,False,5.4,1.0,Irpin,
152,4550625.0,81.22,2024-02-18,3,2.64,24.0,42.9,10,,False,12.72,1.0,Kyiv,104.0
153,2446875.0,55.0,2024-01-31,2,2.57,9.0,31.2,2,,False,8.3,0.0,Hostomel,45.00000000000001
154,4612500.0,80.0,2024-10-06,3,4.15,3.0,44.2,2,,False,12.2,,Kyiv,38.0
155,54000000.0,317.0,2024-03-27,4,3.5,3.0,183.0,3,,False,,1.0,Kyiv,62.0
156,6181875.0,80.0,2024-12-06,2,2.75,22.0,34.0,19,,False,19.0,2.0,Kyiv,7.0
157,4078125.0,75.75,2024-07-28,2,2.7,22.0,40.61,3,,False,15.0,2.0,Kyiv,30.0
158,1743750.0,47.3,2023-11-18,2,,5.0,27.5,2,,False,8.5,,Bucha,45.00000000000001
159,3965625.0,66.0,2024-02-05,3,3.0,4.0,37.8,4,False,False,11.0,,Kyiv,98.0
160,1856250.0,41.9,2023-07-12,1,,7.0,15.4,7,,False,12.4,2.0,Boyarka,228.0
161,2812500.0,42.9,2023-11-17,1,2.75,23.0,18.9,8,False,False,7.9,1.0,Kyiv,69.0
162,3150000.0,66.0,2024-11-25,3,2.5,9.0,48.0,9,,False,6.3,,Kyiv,
163,3656250.0,67.4,2023-11-14,3,2.65,17.0,40.1,6,False,False,10.3,1.0,Kyiv,56.0
164,450000.0,40.3,2023-12-08,2,,3.0,,1,,False,,2.0,Brovary,81.0
165,4179375.0,60.2,2024-05-14,2,2.5,4.0,,2,,False,10.2,,Brovary,
166,1293750.0,60.0,2023-12-20,2,,3.0,,1,,False,,,Brovary,45.00000000000001
167,2109375.0,35.1,2024-06-17,1,2.75,23.0,15.9,1,,False,9.8,,Kyiv,
168,1265625.0,73.0,2024-07-12,3,,5.0,43.4,5,,False,8.4,,Vyshneve,46.00000000000001
169,3476250.0,85.0,2024-09-12,3,2.8,17.0,51.8,17,,False,17.5,0.0,Kyiv,20.0
170,787500.0,73.5,2023-05-29,3,2.6,5.0,46.0,5,,False,8.0,,Vyshneve,276.0
171,2137500.0,49.0,2024-03-07,2,2.5,9.0,38.0,8,,False,10.0,1.0,Bucha,11.000000000000002
172,2008125.0,73.3,2024-04-24,3,2.5,5.0,47.4,3,,False,8.3,2.0,Bucha,122.0
173,6187500.0,97.9,2024-08-13,3,2.75,16.0,57.7,3,,False,14.7,1.0,Kyiv,
174,1181250.0,31.6,2024-09-19,1,,5.0,17.5,4,,False,5.5,1.0,Borshchahivka,37.0
175,1434375.0,52.0,2024-06-02,2,2.6,5.0,31.0,3,,False,10.0,1.0,Boryspil,
176,4407188.0,52.56,2024-01-19,1,,24.0,15.36,2,,False,20.91,,Kyiv,
177,11836136.0,154.9,2023-11-01,4,3.3,16.0,89.11,3,,False,21.3,,Kyiv,563.0
178,9168750.0,153.0,2024-06-28,4,2.71,10.0,89.4,10,,False,,1.0,Kyiv,
179,8325000.0,108.7,2024-06-12,3,4.0,5.0,72.4,5,,False,8.0,,Kyiv,
180,2165625.0,31.7,2024-12-19,1,2.5,5.0,17.9,2,,False,5.6,2.0,Kyiv,8.0
181,4443750.0,71.8,2024-12-08,3,3.0,5.0,38.7,1,,False,12.0,,Kyiv,
182,1912500.0,60.0,2024-03-06,3,2.5,5.0,44.1,1,,False,6.0,,Brovary,98.0
183,1687500.0,43.8,2024-03-29,2,2.7,5.0,27.7,2,,False,5.5,0.0,Bucha,246.0
184,1462500.0,30.2,2024-07-05,1,2.65,9.0,26.1,5,,False,6.2,,Kyiv,12.000000000000002
185,4781250.0,49.9,2024-03-22,1,3.0,16.0,18.9,14,,False,10.6,,Kyiv,145.0
186,6547500.0,65.2,2024-03-05,2,,,30.8,4,,False,12.0,,Kyiv,49.0
187,2418750.0,52.3,2024-03-24,2,,12.0,29.8,4,,False,10.9,,Kyiv,69.0
188,2587500.0,38.5,2024-07-28,1,2.5,12.0,18.5,5,,False,,,Kyiv,
189,3459375.0,62.0,2023-11-28,3,,9.0,41.5,5,,False,8.5,2.0,Kyiv,45.00000000000001
190,2925000.0,62.8,2023-09-09,3,,9.0,39.7,2,,False,9.7,0.0,Kyiv,233.0
191,3600000.0,55.8,2023-12-09,3,2.5,9.0,38.0,2,,False,7.7,2.0,Kyiv,92.0
192,1839375.0,39.4,2024-08-23,1,,24.0,19.2,9,,False,11.0,0.0,Brovary,79.0
193,4455000.0,83.8,2023-12-22,4,2.47,9.0,55.9,9,,False,9.8,1.0,Kyiv,155.0
194,4331250.0,85.0,2024-08-08,3,2.7,10.0,50.0,1,,False,11.0,,Kyiv,50.0
195,2981250.0,60.0,2024-05-10,3,,9.0,,4,,False,,0.0,Kyiv,372.00000000000006
196,4902728.0,57.0,2024-03-09,1,,5.0,20.0,5,,False,16.0,0.0,Kyiv,119.0
197,900000.0,46.0,2023-12-13,2,,5.0,,2,False,False,,1.0,Vyshneve,171.0
198,1631250.0,35.0,2023-10-09,1,2.7,17.0,16.1,17,False,False,8.3,2.0,Boryspil,586.0
199,2101120.0,37.4,2024-06-30,1,2.73,12.0,17.0,4,,False,,,Brovary,21.0
200,5146875.0,98.3,2024-01-31,3,2.84,13.0,60.3,11,,False,12.5,1.0,Vyshneve,271.0
201,6120000.0,123.1,2022-08-29,6,3.2,5.0,89.0,2,,False,11.0,,Kyiv,992.0
202,2643750.0,67.0,2023-03-08,3,2.7,9.0,43.4,1,,False,8.8,2.0,Kyiv,339.0
203,2249438.0,34.1,2023-08-05,1,2.7,25.0,14.47,12,,False,10.4,0.0,Kyiv,355.00000000000006
204,2025000.0,44.2,2024-07-30,2,2.5,9.0,27.0,3,,False,6.3,2.0,Boryspil,24.000000000000004
205,1113750.0,30.6,2023-09-25,1,2.56,5.0,17.4,4,,False,5.7,,Vyshneve,217.0
206,2857500.0,31.3,2024-04-22,1,2.5,7.0,16.0,4,False,False,7.6,1.0,Kyiv,
207,5062500.0,72.6,2024-07-08,2,2.9,5.0,43.2,4,,False,11.4,,Kyiv,
208,1378125.0,42.5,2024-10-23,1,2.6,5.0,17.2,5,,False,8.4,,Brovary,
209,2643750.0,45.0,2024-03-01,2,2.5,9.0,27.4,4,,False,8.6,,Kyiv,
210,2418750.0,58.5,2024-01-03,2,,9.0,28.73,7,False,False,11.24,1.0,Boyarka,45.00000000000001
211,4500000.0,54.0,2024-06-05,2,2.77,18.0,31.0,10,,False,11.0,,Kyiv,11.000000000000002
212,5635125.0,82.0,2023-11-21,3,,23.0,47.0,9,,False,13.0,1.0,Kyiv,543.0
213,4893750.0,111.4,2023-03-18,4,3.1,4.0,73.2,2,,False,14.1,,Kyiv,791.0
214,2334375.0,50.41,2023-09-02,2,2.5,9.0,31.1,8,,False,7.0,1.0,Kyiv,274.0
215,2081250.0,67.0,2024-05-13,3,2.7,9.0,42.2,8,,False,5.5,,Irpin,
216,3768750.0,65.6,2024-11-24,2,2.55,10.0,36.7,10,,False,10.9,2.0,Kyiv,31.0
217,3684375.0,79.0,2023-09-19,4,2.6,9.0,55.3,6,,False,10.0,1.0,Kyiv,122.0
218,2638125.0,35.0,2024-06-02,1,2.7,17.0,16.0,15,False,False,9.8,1.0,Kyiv,
219,4331250.0,58.7,2023-12-27,1,,7.0,17.0,3,,False,15.7,,Kyiv,136.0
220,2188125.0,37.0,2023-12-24,1,2.5,25.0,28.0,6,,False,9.0,,Kyiv,28.0
221,2109375.0,43.0,2023-07-13,2,,4.0,28.0,1,,False,6.0,,Bucha,277.0
222,3346875.0,59.6,2023-10-22,2,,25.0,31.48,17,,False,13.29,,Kyiv,182.00000000000003
223,1321875.0,35.4,2024-09-03,1,2.6,5.0,18.2,1,,False,9.8,,Brovary,
224,3178125.0,61.4,2023-12-14,2,,16.0,34.0,8,,False,14.0,0.0,Hostomel,361.00000000000006
225,1884375.0,58.9,2023-11-01,2,2.6,5.0,31.5,3,,False,12.9,1.0,Vyshneve,113.0
226,4471875.0,86.4,2024-01-21,4,,3.0,52.7,1,,False,12.7,,Kyiv,
227,1237500.0,47.0,2024-07-26,3,2.34,5.0,,1,,False,,,Borshchahivka,45.00000000000001
228,1423125.0,46.0,2024-06-28,1,2.77,4.0,19.3,3,,False,11.0,,Brovary,42.0
229,4100625.0,74.3,2023-12-16,3,,24.0,41.9,3,,False,16.5,,Kyiv,68.0
230,1828125.0,34.3,2023-12-19,1,,11.0,14.73,7,,False,9.36,,Kyiv,92.0
231,2390625.0,56.9,2023-11-18,3,,9.0,38.8,8,False,False,6.2,2.0,Kyiv,546.0
232,2193750.0,42.2,2024-02-19,1,,14.0,14.7,4,,False,10.4,,Kyiv,166.0
233,11137500.0,118.0,2024-02-16,3,2.8,25.0,62.0,3,,False,21.5,,Kyiv,
234,4398750.0,57.0,2024-11-01,2,,5.0,33.0,3,,False,8.0,,Kyiv,
235,2250000.0,60.0,2024-04-27,2,3.4,3.0,37.8,1,False,False,9.0,,Boyarka,45.00000000000001
236,2053125.0,35.8,2023-12-27,1,2.5,14.0,20.3,2,,False,7.7,0.0,Kyiv,48.00000000000001
237,1371394.0,28.1,2023-06-06,1,,,20.75,1,,False,,0.0,Kyiv,251.0
238,3048750.0,43.4,2024-07-11,1,,24.0,,2,,False,12.4,2.0,Kyiv,
239,12375000.0,119.0,2024-07-19,3,3.5,5.0,56.0,3,False,False,35.0,0.0,Kyiv,77.0
240,2643750.0,42.0,2023-11-25,2,2.7,5.0,27.0,2,,False,6.0,1.0,Kyiv,116.0
241,4494375.0,55.0,2023-10-22,2,2.8,16.0,29.0,6,,False,10.0,2.0,Kyiv,127.0
242,4078125.0,57.0,2024-06-04,2,,6.0,29.0,5,,False,10.0,,Kyiv,18.0
243,1012500.0,36.2,2024-02-21,1,2.5,4.0,20.0,1,,False,9.0,1.0,Bucha,451.0
244,3853125.0,57.1,2023-10-31,2,,9.0,29.5,4,,False,9.0,0.0,Kyiv,356.00000000000006
245,3375000.0,46.4,2023-09-13,1,2.5,16.0,18.0,5,False,False,11.5,1.0,Kyiv,120.0
246,2531250.0,52.5,2024-03-13,2,2.6,14.0,29.5,11,,False,7.5,2.0,Kyiv,9.0
247,365625.0,31.0,2024-05-04,1,,3.0,,1,,False,,,Boryspil,378.00000000000006
248,2306250.0,31.0,2023-08-19,1,3.0,17.0,10.0,6,False,False,,0.0,Kyiv,637.0
249,2812500.0,70.5,2024-01-07,3,2.65,9.0,44.9,9,,False,10.5,1.0,Boryspil,219.0
250,1800000.0,51.7,2024-07-01,2,2.65,16.0,29.2,5,,False,7.7,4.0,Irpin,21.0
251,1659375.0,34.0,2023-10-31,1,2.6,9.0,17.0,9,False,False,8.0,,Bucha,564.0
252,2812500.0,43.0,2024-08-11,1,2.8,16.0,17.0,11,,False,12.5,,Kyiv,103.0
253,1878750.0,37.0,2024-10-03,1,,5.0,19.0,4,,False,10.0,,Kyiv,75.0
254,1884375.0,31.2,2024-09-13,1,2.5,9.0,15.6,9,,False,8.2,0.0,Kyiv,21.0
255,1040625.0,40.2,2024-02-10,1,2.7,3.0,19.0,2,,False,9.0,2.0,Hostomel,147.0
256,3009375.0,65.6,2024-01-12,3,2.5,9.0,42.8,2,,False,9.5,2.0,Kyiv,85.0
257,1940625.0,58.0,2024-01-30,3,,9.0,38.5,1,,False,6.1,2.0,Bucha,473.0
258,1153125.0,53.1,2024-02-24,2,2.6,3.0,29.0,1,,False,8.7,,Boyarka,448.0
259,506250.0,30.0,2024-04-25,1,2.5,5.0,15.0,4,,False,5.0,1.0,Bucha,
